Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /index,6585,0,1,17.35802657509372,0.5276669980958104,3033.3048150059767,30.0,111.44708266036135,0.0,1,2,2,3,4,7,43,1000,1200,3000,3000
GET,GET /index.html,2165,0,1,15.616556092871969,0.5011670000385493,1256.0076109948568,30.0,36.641295969579694,0.0,1,2,2,3,4,7,36,1000,1200,1300,1300
,Aggregated,8750,0,1,16.92713702149257,0.5011670000385493,3033.3048150059767,30.0,148.08837862994105,0.0,1,2,2,3,4,7,41,1000,1200,3000,3000
